*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"050310","Quebec","1150 Boul. Rene-Levesque O.","46.794873","-71.246387","69","PE,LU,P5,R","NOX","11","12","7","3","4","3","3","4","5","6","9","10","7","9","99","","","","","","","","","","","",""
"050310","Quebec","1150 Boul. Rene-Levesque O.","46.794873","-71.246387","69","PE,LU,P5,R","O3","25","28","36","36","35","29","24","20","19","20","20","22","26","11","99","","","","","","","","","","","",""
"050310","Quebec","1150 Boul. Rene-Levesque O.","46.794873","-71.246387","69","PE,LU,P5,R","PM2.5","9","13","6","5","5","7","8","7","6","6","10","10","8","6","99","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","NO","1","","1","0","0","0","1","1","1","1","2","1","1","2","95","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","NO2","8","","6","3","3","3","3","2","3","5","6","7","5","5","95","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","NOX","9","","6","3","4","4","4","3","4","6","8","8","5","6","95","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","O3","24","28","35","34","33","27","22","18","16","18","18","22","25","11","99","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","PM2.5","13","19","8","6","6","8","9","8","7","7","12","12","10","9","100","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","CO","0.41","0.49","0.31","0.24","0.32","0.38","0.41","0.49","0.47","0.37","0.4","0.37","0.39","0.25","95","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","NO","10","12","5","2","5","6","4","8","9","7","10","9","7","10","99","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","NO2","10","12","8","4","5","5","5","6","8","8","9","10","8","6","99","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","NOX","20","24","13","6","10","11","9","14","17","14","20","20","15","15","99","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","O3","22","26","33","35","32","27","22","17","16","17","17","19","24","11","98","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","PM2.5","12","17","8","6","6","9","8","7","6","6","11","12","9","8","98","","","","","","","","","","","",""
"050313","Quebec","Autoroute Henri Iv Nord/Sortie 138","46.781321","-71.308717","52","T,LU,P5,R","SO2","0.1","0.3","0.3","0.1","0.3","0.4","0.2","0.2","0.3","0.2","0.3","0.1","0.2","0.4","99","","","","","","","","","","","",""
"050404","Sherbrooke","655, Rue Papineau","45.41231","-71.8746","211","PE,LU,P4,R","O3","28","34","38","38","35","28","25","21","21","23","25","25","28","11","99","","","","","","","","","","","",""
"050404","Sherbrooke","655, Rue Papineau","45.41231","-71.8746","211","PE,LU,P4,R","PM2.5","9","11","7","6","5","6","7","6","5","5","8","9","7","5","99","","","","","","","","","","","",""
"050504","Saguenay","789 Boul Des Etudiants, Chicoutimi","48.416374","-71.052412","82","PE,LU,P3,R","O3","27","30","36","35","31","25","18","19","17","19","22","24","25","10","97","","","","","","","","","","","",""
"050504","Saguenay","789 Boul Des Etudiants, Chicoutimi","48.416374","-71.052412","82","PE,LU,P3,R","PM2.5","7","7","5","4","5","6","6","5","4","4","5","7","5","5","100","","","","","","","","","","","",""
"050604","Rouyn-Noranda","1570 Rue Paradis","48.234087","-78.982778","289","PS,SU,P3,R","O3","29","33","34","35","33","27","20","19","20","22","25","26","27","10","97","","","","","","","","","","","",""
"050604","Rouyn-Noranda","1570 Rue Paradis","48.234087","-78.982778","289","PS,SU,P3,R","PM2.5","8","7","6","4","5","7","6","5","5","4","5","6","6","6","97","","","","","","","","","","","",""
"050604","Rouyn-Noranda","1570 Rue Paradis","48.234087","-78.982778","289","PS,SU,P3,R","SO2","0.7","2.6","1.1","2.7","1.5","0.6","2","2.2","1.5","0.8","3","2.7","1.7","8.8","98","","","","","","","","","","","",""
"050803","Trois Rivi?Res","Rue Whitehead","46.357175","-72.546187","12","PE,LU,P4,R","O3","25","29","36","36","35","30","25","20","18","18","20","22","26","12","100","","","","","","","","","","","",""
"050803","Trois Rivi?Res","Rue Whitehead","46.357175","-72.546187","12","PE,LU,P4,R","PM2.5","9","13","7","5","5","8","7","6","5","6","9","8","7","7","100","","","","","","","","","","","",""
"050803","Trois Rivi?Res","Rue Whitehead","46.357175","-72.546187","12","PE,LU,P4,R","SO2","","","","","0.5","0.4","0.5","0.3","0.1","0.2","0.3","0.2","","","63","","","","","","","","","","","",""
"050902","Saguenay","2885 Berthier (Arvida), Jonquiere","48.43389","-71.18454","93","PS,LU,P3,R","O3","26","29","34","34","31","24","17","18","17","19","22","24","25","10","99","","","","","","","","","","","",""
"050902","Saguenay","2885 Berthier (Arvida), Jonquiere","48.43389","-71.18454","93","PS,LU,P3,R","SO2","4.9","3.2","8","6","2.3","4.1","6.2","3.4","3.5","7.1","8.1","7.8","5.4","12.1","100","","","","","","","","","","","",""
"051501","St. Zephirin-De-Courval","701 Rang Saint-Michel","46.042233","-72.659761","50","RB,NU,P1,A","O3","30","35","38","36","35","32","24","20","20","21","23","23","28","11","97","","","","","","","","","","","",""
"051501","St. Zephirin-De-Courval","701 Rang Saint-Michel","46.042233","-72.659761","50","RB,NU,P1,A","PM2.5","7","11","6","4","4","7","6","5","4","5","7","6","6","7","99","","","","","","","","","","","",""
"052001","Charette","Au Nord Du 170 2e Rang","46.4416","-72.89241","114","RB,NU,P2,A","O3","28","32","38","36","34","26","20","16","15","17","19","23","25","12","96","","","","","","","","","","","",""
"052001","Charette","Au Nord Du 170 2e Rang","46.4416","-72.89241","114","RB,NU,P2,A","PM2.5","9","15","5","5","5","6","6","5","5","6","10","7","7","7","96","","","","","","","","","","","",""
"052201","Saint-Simon","Derriere Le 83, 4e Rang Est","45.715614","-72.840249","38","RB,NU,P2,A","O3","29","35","38","34","33","28","24","19","19","20","22","22","27","11","98","","","","","","","","","","","",""
"052201","Saint-Simon","Derriere Le 83, 4e Rang Est","45.715614","-72.840249","38","RB,NU,P2,A","PM2.5","9","11","7","5","4","8","7","6","5","5","9","8","7","7","95","","","","","","","","","","","",""
"052301","Saint-Faustin-Lac-Carre","4507 Chemin Du Lac (Caribou)","46.035","-74.48083","413","RB,NU,P1,F","O3","32","37","39","40","37","30","23","20","21","24","27","27","30","10","99","","","","","","","","","","","",""
"052301","Saint-Faustin-Lac-Carre","4507 Chemin Du Lac (Caribou)","46.035","-74.48083","413","RB,NU,P1,F","PM2.5","5","6","5","4","4","5","7","5","4","4","6","5","5","3","98","","","","","","","","","","","",""
"052401","La Peche","Lac Philippe - Masham","45.622378","-76.018046","191","RB,NU,P2,P","O3","29","","","","","","","","18","22","26","24","","","42","","","","","","","","","","","",""
"052401","La Peche","Lac Philippe - Masham","45.622378","-76.018046","191","RB,NU,P2,P","PM2.5","5","","","","","","6","5","4","4","6","5","","","59","","","","","","","","","","","",""
"052801","Auclair","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","RB,NU,P1,F","O3","33","37","39","40","35","28","18","20","21","23","26","28","29","10","99","","","","","","","","","","","",""
"052801","Auclair","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","RB,NU,P1,F","PM2.5","4","5","4","3","4","6","6","5","3","3","4","3","4","3","99","","","","","","","","","","","",""
"053201","La Dore","Route 167- La Dore","48.80972","-72.73889","222","RB,NU,P1,F","O3","30","34","37","37","33","25","16","17","19","19","24","26","26","11","98","","","","","","","","","","","",""
"053201","La Dore","Route 167- La Dore","48.80972","-72.73889","222","RB,NU,P1,F","PM2.5","4","4","4","3","3","7","6","4","4","2","4","3","4","4","98","","","","","","","","","","","",""
"053301","Deschambault","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","RB,NU,P2,A","O3","27","30","36","34","32","25","19","15","14","17","17","22","24","12","96","","","","","","","","","","","",""
"053301","Deschambault","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","RB,NU,P2,A","PM2.5","","9","5","4","5","7","7","6","4","5","7","6","6","5","91","","","","","","","","","","","",""
"053501","Saint-Fran?Ois","Face Au 198,  Royale Ïle D'orleans","47.015308","-70.862523","59","RB,SU,P2,F","O3","32","35","39","38","36","30","25","","","","","","","","54","","","","","","","","","","","",""
"053601","Notre-Dame-Du-Rosaire","Rang St-Louis","46.84889","-70.45418","411","RB,NU,P1,F","O3","31","35","38","38","","25","17","17","19","20","24","28","27","11","82","","","","","","","","","","","",""
"053601","Notre-Dame-Du-Rosaire","Rang St-Louis","46.84889","-70.45418","411","RB,NU,P1,F","PM2.5","5","7","4","3","4","12","7","6","4","4","5","4","5","17","88","","","","","","","","","","","",""
"053701","St-Hilaire-De-Dorset","Rang Dorset","45.824861","-70.856025","497","RB,NU,P1,F","O3","32","38","41","41","39","33","27","26","26","27","30","29","32","9","98","","","","","","","","","","","",""
"053701","St-Hilaire-De-Dorset","Rang Dorset","45.824861","-70.856025","497","RB,NU,P1,F","PM2.5","5","6","4","3","4","5","6","5","4","4","5","4","5","3","97","","","","","","","","","","","",""
"053801","Tingwick","Chemin Du Radar Et Warwick","45.905785","-71.948695","243","RB,NU,P2,A","O3","31","37","40","38","37","34","27","25","24","25","29","27","31","10","98","","","","","","","","","","","",""
"053801","Tingwick","Chemin Du Radar Et Warwick","45.905785","-71.948695","243","RB,NU,P2,A","PM2.5","7","9","5","5","5","6","7","6","4","4","7","6","6","4","99","","","","","","","","","","","",""
"053901","Lac-Edouard","Derriere L'hopital Village","47.64722","-72.29056","366","RB,NU,P1,A","O3","27","31","35","35","29","26","15","14","16","18","20","25","24","12","95","","","","","","","","","","","",""
"053901","Lac-Edouard","Derriere L'hopital Village","47.64722","-72.29056","366","RB,NU,P1,A","PM2.5","6","6","4","3","4","5","5","5","4","3","4","3","4","4","98","","","","","","","","","","","",""
"054201","Chapais","Chapais","49.822282","-74.9764","381","RB,NU,P1,F","O3","33","36","39","37","33","26","19","18","18","20","25","29","28","10","99","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","CO","0.17","0.17","0.16","0.15","0.13","0.12","0.13","0.13","0.13","0.14","0.16","0.15","0.15","0.03","92","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NO","0","0","0","0","0","0","1","1","","0","0","0","0","2","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NO2","3","3","2","2","2","3","3","2","","2","3","2","2","3","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NOX","4","3","2","2","2","3","4","3","","2","3","2","3","4","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","O3","29","35","36","33","32","26","21","17","19","22","25","23","26","11","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","PM2.5","8","9","","6","5","6","7","5","5","4","7","6","6","4","91","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","SO2","0.5","0.5","0.4","0.5","0.5","0.2","0.1","0.1","0.2","0.1","0.4","0.2","0.3","1.1","98","","","","","","","","","","","",""
"054901","Ditton","Chemin Du Petit-Canada Ouest","45.37333","-71.250167","475","RB,NU,P1,F","O3","33","38","41","","37","28","22","20","23","25","29","28","30","11","86","","","","","","","","","","","",""
"054901","Ditton","Chemin Du Petit-Canada Ouest","45.37333","-71.250167","475","RB,NU,P1,F","PM2.5","4","5","4","","4","5","6","6","5","4","6","4","5","3","88","","","","","","","","","","","",""
"055001","Mont Saint-Michel","215 4 Ieme Rang De Gravel","46.76866","-75.432728","256","RB,NU,P1,F","O3","28","33","35","35","31","20","14","12","14","17","21","23","24","12","99","","","","","","","","","","","",""
"055001","Mont Saint-Michel","215 4 Ieme Rang De Gravel","46.76866","-75.432728","256","RB,NU,P1,F","PM2.5","4","5","4","3","4","5","6","5","4","4","6","4","5","3","99","","","","","","","","","","","",""
"055101","Senneterre","Chemin Riviere Bell","48.431648","-77.196674","299","RB,NU,P1,F","O3","30","35","37","37","34","25","17","16","17","20","24","27","27","11","99","","","","","","","","","","","",""
"055101","Senneterre","Chemin Riviere Bell","48.431648","-77.196674","299","RB,NU,P1,F","PM2.5","4","5","4","3","4","7","6","4","4","3","5","3","4","3","99","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NO","1","1","0","0","0","2","2","1","1","0","0","0","1","3","96","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NO2","4","4","2","1","2","6","5","3","2","2","3","3","3","4","96","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NOX","5","5","2","1","3","8","7","3","3","3","3","3","4","6","96","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","O3","28","34","37","35","32","27","26","20","21","21","23","22","27","11","99","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","PM2.5","8","9","5","5","4","6","6","5","5","4","7","6","6","4","100","","","","","","","","","","","",""
"055502","Frelighsburg","Frelighsburg","45.05006","-72.86161","235","RB,NU,P2,F","O3","32","36","40","39","37","32","30","26","25","26","30","27","32","9","99","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NO","2","1","1","0","0","0","0","1","1","1","1","","1","2","92","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NO2","8","8","4","3","3","3","3","3","4","4","6","","4","5","92","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NOX","9","10","5","3","3","4","3","4","5","4","7","","5","6","92","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","O3","26","30","37","37","35","30","24","20","20","21","22","24","27","10","98","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","PM2.5","9","13","6","5","5","7","7","6","5","5","8","8","7","6","100","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","SO2","0.3","0.4","0.2","0.2","0.4","0.5","0.2","0.2","0.4","0.1","0.4","0.2","0.3","0.6","100","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","CO","0.21","0.23","0.2","0.16","0.16","0.15","0.15","0.17","0.17","0.19","0.23","0.2","0.18","0.07","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","NO","2","3","1","1","1","1","1","1","1","1","3","2","1","3","100","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","NO2","12","12","8","5","4","3","3","3","3","5","8","7","6","6","100","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","NOX","14","15","9","5","4","4","3","3","4","6","11","9","7","8","100","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","O3","23","27","32","34","34","31","25","20","20","19","20","19","25","11","100","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","PM2.5","7","9","6","5","4","6","6","5","5","5","9","7","6","5","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","SO2","0.2","0.2","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.2","100","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","CO","0.22","0.23","0.23","0.2","0.18","0.18","0.19","0.21","0.21","0.21","0.22","0.22","0.21","0.07","96","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","NO","2","2","2","2","1","1","1","1","2","2","2","4","2","5","99","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","NO2","12","11","10","8","7","8","7","7","8","9","10","12","9","6","99","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","NOX","14","13","12","10","7","8","8","8","10","11","12","15","11","10","99","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","O3","20","25","26","32","32","38","37","32","25","22","22","17","27","13","99","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","PM2.5","7","8","7","6","5","7","8","6","7","6","8","9","7","5","99","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","SO2","0.2","0.3","0.3","0.3","0.2","0.5","0.5","0.3","0.3","0.3","0.4","0.3","0.3","0.9","99","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","NO","2","2","2","2","1","1","1","1","2","2","2","3","2","5","98","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","NO2","11","10","9","8","5","7","7","7","8","8","9","10","8","6","98","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","NOX","13","12","12","9","6","8","7","8","9","10","11","13","10","10","98","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","O3","21","26","25","30","30","35","34","30","23","21","21","17","26","12","98","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","PM2.5","10","10","10","8","7","9","9","8","8","7","9","11","9","6","95","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","SO2","1.1","0.9","1.1","0.7","0.5","0.7","1.2","0.5","0.6","0.6","1","0.7","0.8","1.6","96","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","NO","1","1","1","0","0","0","1","1","1","1","1","1","1","1","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","NO2","6","5","4","3","2","3","2","2","3","4","4","5","4","4","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","NOX","7","6","4","3","3","3","3","3","3","5","5","6","4","5","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","O3","26","32","34","38","34","35","32","29","26","24","27","24","30","10","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","PM2.5","6","6","5","5","5","6","6","6","6","5","6","6","6","4","98","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","NO","5","3","2","1","1","1","1","1","2","4","3","4","2","7","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","NO2","12","11","8","7","7","6","5","6","7","9","11","12","8","7","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","NOX","17","14","10","8","8","7","6","7","9","13","14","15","11","13","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","O3","21","26","28","34","31","33","31","27","23","19","22","19","26","12","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","PM2.5","7","8","6","6","6","7","7","6","6","5","9","7","7","5","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","CO","0.24","0.23","0.23","0.19","0.21","0.21","0.2","0.2","0.23","0.22","0.25","0.23","0.22","0.09","97","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","NO","7","6","5","3","4","3","3","3","7","7","7","7","5","10","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","NO2","17","17","14","10","10","10","8","8","11","12","15","15","12","9","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","NOX","24","23","19","13","14","13","10","11","18","19","22","22","17","17","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","O3","19","24","26","31","28","30","27","25","19","17","19","16","23","13","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","PM2.5","7","7","7","6","6","7","8","7","7","5","9","8","7","5","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","SO2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.2","0.3","0.4","0.1","0.2","0.4","98","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","NO","2","2","1","1","1","1","1","1","2","1","2","2","1","5","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","NO2","9","9","7","5","5","5","5","5","6","7","8","9","7","6","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","NOX","11","11","8","6","6","6","6","6","8","8","10","11","8","9","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","O3","23","27","28","33","30","31","29","25","21","19","22","20","26","12","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","PM2.5","6","7","6","6","6","7","7","7","6","5","8","7","7","5","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NO","7","6","5","4","4","4","3","4","6","6","7","6","5","10","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NO2","17","16","14","11","12","11","9","9","10","12","14","13","12","8","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NOX","24","21","19","16","16","14","12","14","16","18","21","19","17","17","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","O3","18","24","25","30","27","29","26","23","20","16","19","17","23","11","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","PM2.5","7","8","7","6","7","8","7","7","7","6","9","8","7","5","100","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","CO","0.3","0.31","0.29","0.25","0.27","0.27","0.29","0.29","0.3","0.31","0.33","0.32","0.29","0.13","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","NO","19","21","15","11","12","12","14","14","20","23","18","22","17","22","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","NO2","20","22","17","14","14","14","14","12","14","16","18","19","16","10","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","NOX","39","43","32","26","26","26","27","26","34","38","36","41","33","30","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","O3","15","19","21","27","24","25","22","20","16","13","16","13","19","13","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","PM2.5","9","9","8","7","8","10","9","10","9","6","9","10","9","7","97","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","SO2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.3","0.1","0.1","0.2","98","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","CO","0.21","0.2","0.2","0.17","0.18","0.17","0.17","0.18","0.2","0.2","0.24","0.2","0.19","0.07","98","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","NO","3","2","2","2","1","1","1","1","2","3","3","4","2","6","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","NO2","13","10","10","8","8","6","5","6","7","9","13","12","9","7","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","NOX","16","12","12","9","9","7","6","7","10","12","16","16","11","11","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","O3","21","27","27","33","31","34","32","27","22","19","20","18","26","13","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","PM2.5","7","7","6","6","6","6","6","6","5","4","9","8","6","5","99","","","","","","","","","","","",""
