*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","NO2","8","7","7","4","4","4","3","4","3","5","6","6","5","5","99","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","NOX","9","9","8","5","5","4","4","4","4","7","8","7","6","7","99","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","O3","27","31","36","35","29","24","22","18","15","14","22","24","25","12","99","","","","","","","","","","","",""
"050311","Quebec","1465, Rue Felix-Antoine-Savard","46.774167","-71.369722","26","PE,LU,P4,R","PM2.5","12","9","11","5","5","7","10","7","6","7","10","12","8","7","98","","","","","","","","","","","",""
"050404","Sherbrooke","655, Rue Papineau","45.41231","-71.8746","211","PE,LU,P4,R","O3","27","33","41","36","32","29","28","23","19","20","25","28","29","11","100","","","","","","","","","","","",""
"050404","Sherbrooke","655, Rue Papineau","45.41231","-71.8746","211","PE,LU,P4,R","PM2.5","10","9","8","5","5","6","12","7","6","5","9","9","8","5","99","","","","","","","","","","","",""
"050504","Saguenay","789 Boul Des Etudiants, Chicoutimi","48.416374","-71.052412","82","PE,LU,P3,R","O3","29","34","38","36","31","24","21","18","16","17","25","26","26","11","99","","","","","","","","","","","",""
"050504","Saguenay","789 Boul Des Etudiants, Chicoutimi","48.416374","-71.052412","82","PE,LU,P3,R","PM2.5","7","6","7","4","4","6","8","6","4","4","5","8","6","4","100","","","","","","","","","","","",""
"050604","Rouyn-Noranda","1570 Rue Paradis","48.234087","-78.982778","289","PS,SU,P3,R","O3","30","34","39","38","33","27","26","21","19","21","25","26","28","10","98","","","","","","","","","","","",""
"050604","Rouyn-Noranda","1570 Rue Paradis","48.234087","-78.982778","289","PS,SU,P3,R","PM2.5","7","7","7","5","5","5","7","5","5","4","6","9","6","7","97","","","","","","","","","","","",""
"050604","Rouyn-Noranda","1570 Rue Paradis","48.234087","-78.982778","289","PS,SU,P3,R","SO2","1.4","2.7","2.4","1.6","1.8","2.7","1.6","1.8","1.1","0.6","1.9","2.1","1.8","7.1","100","","","","","","","","","","","",""
"050803","Trois Rivi?Res","Rue Whitehead","46.357175","-72.546187","12","PE,LU,P4,R","O3","27","31","37","35","30","26","26","22","18","17","23","25","27","11","93","","","","","","","","","","","",""
"050803","Trois Rivi?Res","Rue Whitehead","46.357175","-72.546187","12","PE,LU,P4,R","PM2.5","9","7","8","4","5","6","9","6","5","6","7","8","7","5","98","","","","","","","","","","","",""
"050803","Trois Rivi?Res","Rue Whitehead","46.357175","-72.546187","12","PE,LU,P4,R","SO2","0.3","0.3","0.3","0.2","0.3","0.2","0.2","0.2","0.2","0.3","","","","","84","","","","","","","","","","","",""
"050902","Saguenay","2885 Berthier (Arvida), Jonquiere","48.43389","-71.18454","93","PS,LU,P3,R","O3","27","32","36","33","29","23","21","17","15","16","25","26","25","11","99","","","","","","","","","","","",""
"050902","Saguenay","2885 Berthier (Arvida), Jonquiere","48.43389","-71.18454","93","PS,LU,P3,R","SO2","6.5","8.3","4.1","7.5","6.1","6","2.9","3","4.2","7.7","3.6","6.5","5.5","12","99","","","","","","","","","","","",""
"051501","St. Zephirin-De-Courval","701 Rang Saint-Michel","46.042233","-72.659761","50","RB,NU,P1,A","O3","31","35","41","36","30","26","25","22","19","18","25","28","28","11","95","","","","","","","","","","","",""
"051501","St. Zephirin-De-Courval","701 Rang Saint-Michel","46.042233","-72.659761","50","RB,NU,P1,A","PM2.5","10","8","8","4","4","5","9","5","5","6","6","7","6","6","95","","","","","","","","","","","",""
"052001","Charette","Au Nord Du 170 2e Rang","46.4416","-72.89241","114","RB,NU,P2,A","O3","30","36","41","38","31","24","23","19","14","16","24","27","27","12","94","","","","","","","","","","","",""
"052001","Charette","Au Nord Du 170 2e Rang","46.4416","-72.89241","114","RB,NU,P2,A","PM2.5","8","7","6","5","5","5","8","5","4","5","6","7","6","6","92","","","","","","","","","","","",""
"052201","Saint-Simon","Derriere Le 83, 4e Rang Est","45.715614","-72.840249","38","RB,NU,P2,A","O3","29","35","41","36","29","25","23","21","18","17","23","25","27","12","94","","","","","","","","","","","",""
"052201","Saint-Simon","Derriere Le 83, 4e Rang Est","45.715614","-72.840249","38","RB,NU,P2,A","PM2.5","6","6","6","4","3","5","9","5","5","6","7","7","6","5","93","","","","","","","","","","","",""
"052301","Saint-Faustin-Lac-Carre","4507 Chemin Du Lac (Caribou)","46.035","-74.48083","413","RB,NU,P1,F","O3","32","37","43","39","34","28","27","24","22","24","28","31","31","9","99","","","","","","","","","","","",""
"052301","Saint-Faustin-Lac-Carre","4507 Chemin Du Lac (Caribou)","46.035","-74.48083","413","RB,NU,P1,F","PM2.5","5","4","5","4","5","6","8","5","5","4","4","5","5","3","96","","","","","","","","","","","",""
"052401","La Peche","Lac Philippe - Masham","45.622378","-76.018046","191","RB,NU,P2,P","O3","31","35","41","35","29","24","24","21","20","20","26","26","28","11","92","","","","","","","","","","","",""
"052401","La Peche","Lac Philippe - Masham","45.622378","-76.018046","191","RB,NU,P2,P","PM2.5","6","6","7","","4","5","8","6","4","4","4","6","6","4","84","","","","","","","","","","","",""
"052801","Auclair","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","RB,NU,P1,F","O3","33","38","43","39","33","26","24","20","17","19","28","32","29","10","99","","","","","","","","","","","",""
"052801","Auclair","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","RB,NU,P1,F","PM2.5","3","3","4","2","2","4","8","5","4","3","3","4","4","3","99","","","","","","","","","","","",""
"053201","La Dore","Route 167- La Dore","48.80972","-72.73889","222","RB,NU,P1,F","O3","30","35","40","38","31","24","24","18","17","17","26","29","27","10","99","","","","","","","","","","","",""
"053201","La Dore","Route 167- La Dore","48.80972","-72.73889","222","RB,NU,P1,F","PM2.5","5","5","5","3","3","4","6","4","3","4","4","4","4","3","97","","","","","","","","","","","",""
"053301","Deschambault","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","RB,NU,P2,A","O3","30","34","38","35","27","22","20","17","16","16","25","26","26","12","94","","","","","","","","","","","",""
"053301","Deschambault","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","RB,NU,P2,A","PM2.5","7","5","5","3","4","5","8","6","5","5","6","","5","4","84","","","","","","","","","","","",""
"053501","Saint-Fran?Ois","Face Au 198,  Royale Ïle D'orleans","47.015308","-70.862523","59","RB,SU,P2,F","O3","32","37","42","39","32","28","28","24","20","21","28","31","30","10","99","","","","","","","","","","","",""
"053601","Notre-Dame-Du-Rosaire","Rang St-Louis","46.84889","-70.45418","411","RB,NU,P1,F","O3","32","35","42","39","31","26","22","18","17","17","27","30","28","11","96","","","","","","","","","","","",""
"053601","Notre-Dame-Du-Rosaire","Rang St-Louis","46.84889","-70.45418","411","RB,NU,P1,F","PM2.5","6","5","6","3","3","5","8","6","3","3","4","5","5","3","93","","","","","","","","","","","",""
"053701","St-Hilaire-De-Dorset","Rang Dorset","45.824861","-70.856025","497","RB,NU,P1,F","O3","35","38","45","40","35","33","30","26","22","24","29","32","33","9","89","","","","","","","","","","","",""
"053701","St-Hilaire-De-Dorset","Rang Dorset","45.824861","-70.856025","497","RB,NU,P1,F","PM2.5","4","4","5","3","3","5","9","5","4","3","3","5","4","4","88","","","","","","","","","","","",""
"053801","Tingwick","Chemin Du Radar Et Warwick","45.905785","-71.948695","243","RB,NU,P2,A","O3","33","38","45","39","35","32","30","25","22","23","27","30","31","9","99","","","","","","","","","","","",""
"053801","Tingwick","Chemin Du Radar Et Warwick","45.905785","-71.948695","243","RB,NU,P2,A","PM2.5","4","4","5","3","3","5","11","5","6","5","4","6","5","4","93","","","","","","","","","","","",""
"053901","Lac-Edouard","Derriere L'hopital Village","47.64722","-72.29056","366","RB,NU,P1,A","O3","31","33","38","36","28","23","19","16","14","16","24","28","25","12","99","","","","","","","","","","","",""
"053901","Lac-Edouard","Derriere L'hopital Village","47.64722","-72.29056","366","RB,NU,P1,A","PM2.5","","6","7","5","5","6","7","5","6","5","5","6","6","4","91","","","","","","","","","","","",""
"054201","Chapais","Chapais","49.822282","-74.9764","381","RB,NU,P1,F","O3","33","37","40","38","31","25","21","17","17","20","28","31","28","10","98","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","CO","0.17","0.17","0.17","0.16","0.14","0.13","0.14","0.14","0.14","0.14","0.15","0.15","0.15","0.03","94","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NO","1","1","0","0","0","1","1","1","1","1","0","0","1","2","99","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NO2","4","3","2","2","2","3","3","2","2","2","3","3","3","3","99","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NOX","4","4","2","2","2","4","4","3","3","3","3","3","3","4","99","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","O3","30","36","42","35","28","27","26","20","19","17","24","26","28","12","95","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","PM2.5","7","7","7","3","3","4","7","4","4","","7","7","6","4","91","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","SO2","0.7","0.7","0.2","0.2","0.2","0.3","0.1","0.2","0.1","0.2","0.3","0.4","0.3","1","99","","","","","","","","","","","",""
"054901","Ditton","Chemin Du Petit-Canada Ouest","45.37333","-71.250167","475","RB,NU,P1,F","O3","33","38","45","38","33","29","25","22","20","24","30","33","31","10","98","","","","","","","","","","","",""
"054901","Ditton","Chemin Du Petit-Canada Ouest","45.37333","-71.250167","475","RB,NU,P1,F","PM2.5","3","4","5","4","4","5","10","6","3","3","4","4","5","4","93","","","","","","","","","","","",""
"055001","Mont Saint-Michel","215 4 Ieme Rang De Gravel","46.76866","-75.432728","256","RB,NU,P1,F","O3","32","36","42","38","29","21","18","15","14","17","23","26","25","13","94","","","","","","","","","","","",""
"055001","Mont Saint-Michel","215 4 Ieme Rang De Gravel","46.76866","-75.432728","256","RB,NU,P1,F","PM2.5","5","4","5","5","5","5","8","6","4","3","4","4","5","4","93","","","","","","","","","","","",""
"055101","Senneterre","Chemin Riviere Bell","48.431648","-77.196674","299","RB,NU,P1,F","O3","32","36","41","38","30","26","23","18","16","20","27","29","28","11","99","","","","","","","","","","","",""
"055101","Senneterre","Chemin Riviere Bell","48.431648","-77.196674","299","RB,NU,P1,F","PM2.5","3","3","4","3","3","6","8","5","4","3","3","4","4","4","98","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NO","1","1","0","0","0","1","2","1","1","1","1","0","1","2","100","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NO2","4","4","3","2","2","3","5","4","3","3","4","3","3","3","100","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NOX","5","4","3","2","2","4","7","5","3","3","5","3","4","5","100","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","O3","30","35","41","34","30","28","27","22","20","20","23","26","28","11","100","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","PM2.5","8","8","8","5","5","7","9","6","6","6","7","6","7","4","96","","","","","","","","","","","",""
"055502","Frelighsburg","Frelighsburg","45.05006","-72.86161","235","RB,NU,P2,F","O3","32","37","44","38","34","33","32","28","25","26","28","30","32","9","98","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NO","1","2","1","1","1","1","1","1","1","1","1","1","1","2","98","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NO2","7","7","6","3","4","4","5","4","4","5","5","5","5","5","98","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NOX","8","9","7","4","4","5","5","4","5","6","6","6","6","6","98","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","O3","29","33","38","37","31","27","25","22","18","18","24","26","27","10","99","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","PM2.5","8","6","8","4","4","6","9","6","5","6","6","9","6","5","99","","","","","","","","","","","",""
"055702","Levis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","SO2","0.3","0.3","0.3","0.2","0.2","0.3","0.3","0.3","0.3","0.2","0.3","0.3","0.3","0.5","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","CO","0.2","0.22","0.21","0.18","0.17","0.17","0.17","0.17","0.16","0.17","0.17","0.18","0.18","0.06","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","NO","3","3","2","1","1","1","1","1","1","1","2","2","2","3","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","NO2","11","12","10","6","4","4","4","3","4","6","9","10","7","6","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","NOX","14","16","12","7","5","5","5","4","4","7","11","12","8","9","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","O3","25","28","35","34","30","27","27","23","21","18","21","22","26","11","100","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","PM2.5","7","7","7","4","5","6","8","5","4","5","6","7","6","4","97","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","68","PE,LU,P6,R","SO2","0.3","0.3","0.2","0.2","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1","100","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","CO","0.25","0.25","0.29","0.23","0.24","0.21","0.23","0.22","0.22","0.22","0.22","0.26","0.24","0.12","94","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","NO","4","4","3","2","2","1","1","2","1","3","7","4","3","7","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","NO2","13","14","14","9","9","9","8","8","8","10","14","14","11","8","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","NOX","17","17","17","11","11","10","10","10","9","13","21","18","14","13","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","O3","22","25","30","31","29","34","35","32","27","21","16","16","27","13","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","PM2.5","8","9","9","7","6","7","8","7","7","6","9","10","8","5","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","176","T,LU,P4,R","SO2","1","0.4","0.7","0.4","0.4","0.5","0.4","0.3","0.1","0.1","0.3","0.4","0.4","1.2","97","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","NO","4","4","3","1","2","1","1","2","1","5","7","6","3","10","99","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","NO2","12","13","13","8","9","8","7","7","8","10","14","13","10","8","99","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","NOX","16","16","16","9","11","9","8","9","9","14","21","18","13","16","99","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","O3","23","27","33","35","30","35","34","31","26","20","17","18","27","13","99","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","PM2.5","8","10","10","7","7","8","10","8","8","8","13","13","9","6","98","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","180","T,LU,P3,R","SO2","0.8","0.8","1","0.6","0.4","0.7","","1.1","0.8","0.7","1.1","1","0.8","1.8","92","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","NO","1","1","1","1","0","0","0","0","0","1","1","1","1","2","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","NO2","5","6","5","3","3","2","2","3","3","4","6","5","4","4","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","NOX","6","7","6","4","3","3","3","3","3","5","7","6","5","5","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","O3","29","33","39","35","31","33","32","29","25","23","25","25","30","10","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","84","PE,LU,P3,R","PM2.5","5","6","6","5","5","6","8","5","5","4","5","6","5","5","100","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","NO","5","4","5","3","3","2","2","2","3","4","5","5","3","8","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","NO2","13","14","15","9","7","8","8","7","7","9","13","14","10","9","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","NOX","18","19","19","11","10","10","10","8","11","12","18","19","14","15","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","O3","22","26","31","31","28","27","28","25","22","19","17","18","25","11","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","168","T,LU,P6,I","PM2.5","7","8","9","6","6","7","8","6","6","5","9","8","7","5","100","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","CO","0.24","0.26","0.27","0.24","0.24","0.23","0.23","0.23","0.25","0.24","0.24","0.25","0.24","0.1","97","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","NO","9","8","9","5","7","6","5","5","8","11","10","8","8","15","98","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","NO2","18","19","20","13","11","11","10","11","12","14","17","18","15","10","98","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","NOX","28","27","28","17","18","17","16","16","20","24","27","26","22","22","98","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","O3","18","22","27","28","24","26","28","23","20","16","14","15","22","13","97","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","PM2.5","8","8","9","6","6","7","9","6","6","6","8","8","7","5","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","141","PE,LU,P6,C","SO2","0.2","0.3","0.4","0.3","0.2","0.3","0.3","0.2","0.2","0.2","0.3","0.3","0.3","0.5","97","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","105","T,LU,P6,R","NO","3","2","2","1","","","","","","","","","","","32","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","105","T,LU,P6,R","NO2","14","15","14","9","","","","","","","","","","","32","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","105","T,LU,P6,R","NOX","17","18","16","10","","","","","","","","","","","32","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","105","T,LU,P6,R","O3","19","27","32","32","","","","","","","","","","","32","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","105","T,LU,P6,R","PM2.5","7","9","9","7","","","","","","","","","","","33","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","NO","3","3","3","1","2","3","3","1","3","3","3","5","3","8","100","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","NO2","9","9","10","7","7","7","8","7","7","8","11","12","8","7","100","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","NOX","12","11","13","8","8","10","10","8","10","11","14","16","11","13","100","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","O3","23","29","33","32","27","26","26","24","20","17","17","18","24","13","100","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","105","PE,LU,P5,C","PM2.5","7","8","8","6","6","7","8","6","6","5","8","9","7","6","99","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NO","8","7","7","4","5","5","3","3","6","8","8","8","6","13","99","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NO2","18","18","20","15","13","14","11","9","12","13","17","18","15","10","99","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NOX","26","25","27","19","18","19","14","12","19","22","25","26","21","21","99","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","O3","19","24","27","27","23","24","25","23","20","16","15","16","22","11","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","PM2.5","8","9","10","7","7","8","8","6","7","7","9","9","8","6","100","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","CO","0.34","0.35","0.36","0.31","0.31","0.31","0.32","0.34","0.36","0.33","0.3","0.31","0.33","0.14","97","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","NO","25","22","25","15","19","17","15","18","20","25","26","23","21","26","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","NO2","22","23","26","18","16","16","15","15","15","16","20","22","19","11","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","NOX","46","45","50","33","35","33","30","33","36","41","46","45","39","35","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","O3","16","19","22","24","20","21","21","18","16","13","11","12","18","12","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","PM2.5","9","11","11","7","7","8","9","7","7","7","10","11","9","7","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.711106","-79.543425","139","T,LU,P6,C","SO2","0.2","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.1","0.2","0.4","98","","","","","","","","","","","",""
"060439","Toronto","200 College Street","43.659018","-79.395385","63","PS,LU,P6,C","NO","","","","","3","3","","","","","","","","","14","","","","","","","","","","","",""
"060439","Toronto","200 College Street","43.659018","-79.395385","63","PS,LU,P6,C","NO2","","","","","9","9","","","","","","","","","14","","","","","","","","","","","",""
"060439","Toronto","200 College Street","43.659018","-79.395385","63","PS,LU,P6,C","NOX","","","","","12","12","","","","","","","","","14","","","","","","","","","","","",""
"060439","Toronto","200 College Street","43.659018","-79.395385","63","PS,LU,P6,C","O3","","","","","30","30","","","","","","","","","14","","","","","","","","","","","",""
"060439","Toronto","200 College Street","43.659018","-79.395385","63","PS,LU,P6,C","PM2.5","","","","","7","8","","","","","","","","","14","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","CO","0.22","0.23","0.23","0.21","0.2","0.19","0.2","0.19","0.19","0.18","0.19","0.22","0.2","0.08","97","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","NO","5","3","4","2","2","2","1","1","2","3","4","4","3","8","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","NO2","14","14","16","11","8","8","7","6","7","9","13","15","11","9","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","NOX","19","18","20","12","9","9","9","8","10","12","17","19","13","15","99","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","O3","22","27","30","31","27","27","29","25","21","17","17","17","24","12","98","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","PM2.5","7","8","9","6","6","6","8","5","5","5","8","9","7","6","98","","","","","","","","","","","",""
"060440","Toronto","4905 Dufferin Street","43.78042","-79.46752","","PE,LU,P6,I","SO2","0.1","0.2","0.3","0.2","0.1","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.2","0.4","98","","","","","","","","","","","",""
"060445","Toronto","55 John Street","43.64543","-79.38908","85","T,LU,P6,C","NO","","","","","","","7","6","8","7","9","9","","","52","","","","","","","","","","","",""
"060445","Toronto","55 John Street","43.64543","-79.38908","85","T,LU,P6,C","NO2","","","","","","","14","13","14","13","16","17","","","52","","","","","","","","","","","",""
"060445","Toronto","55 John Street","43.64543","-79.38908","85","T,LU,P6,C","NOX","","","","","","","21","19","21","20","25","26","","","52","","","","","","","","","","","",""
"060445","Toronto","55 John Street","43.64543","-79.38908","85","T,LU,P6,C","O3","","","","","","","28","24","21","18","16","17","","","52","","","","","","","","","","","",""
